BSSID,SSID,BeaconCount,CaptureTimeSpan_ms,MeanInterBeaconTime_ms,StdInterBeaconTime_ms,MinInterBeaconTime_ms,MaxInterBeaconTime_ms,ExpectedBeaconInterval_TU,TimingJitter,MissedBeacons,MeanSeqGap,StdSeqGap,MaxSeqGap,SeqNumberResets,ChannelChanges,UniqueChannels,MeanRSSI,StdRSSI,RSSIRange,Encryption,HasHT,SuspicionScore,SuspicionReasons
00:EB:D8:57:47:D0,NSG home_EXT,21,1434203,71710.15,139674.99730945897,71.0,487637.0,100,1.9477716516770809,16,-65.3,1247.5519649550306,3644.0,3,3,2,-92.57142857142857,1.468721504282843,5,WPA2,1,11,High_Jitter; Missed_Beacons; Channel_Hopping; Seq_Gaps; Seq_Resets; Weak_Signal; 
04:AB:08:2A:8A:52,Tanyaa-4G,102,1560795,15453.415841584158,65427.52406751571,52.0,438354.0,100,4.233855138177319,80,-12.386138613861386,599.1055327786087,3689.0,4,46,3,-86.09803921568627,5.72731824985137,26,WPA2,1,11,High_Jitter; Missed_Beacons; Channel_Hopping; Seq_Gaps; Seq_Resets; Weak_Signal; 
F0:A7:31:F9:A5:75,SG,56,1430675,26012.272727272728,76714.51435884302,44.0,356995.0,100,2.949166155537884,46,52.763636363636365,516.319667118345,2304.0,3,32,4,-87.51785714285714,5.059612171369988,19,WPA2,1,11,High_Jitter; Missed_Beacons; Channel_Hopping; Seq_Gaps; Seq_Resets; Weak_Signal; 
F0:A7:31:F8:68:16,JVACT,338,1661304,4929.685459940652,29891.447288612726,6.0,334662.0,100,6.063560753612264,235,9.798219584569733,439.74490129063054,2442.0,29,145,3,-86.63313609467455,5.553759086182799,25,WPA2,1,11,High_Jitter; Missed_Beacons; Channel_Hopping; Seq_Gaps; Seq_Resets; Weak_Signal; 
F0:A7:31:E8:CB:A5,Saurabh’s Wi-Fi ,125,1355891,10934.604838709678,55552.00074943604,30.0,432134.0,100,5.080384848265901,99,10.709677419354838,285.82582604169176,1122.0,3,65,5,-88.592,5.410706232598835,25,WPA2,1,11,High_Jitter; Missed_Beacons; Channel_Hopping; Seq_Gaps; Seq_Resets; Weak_Signal; 
04:AB:08:31:B0:12,ABFAMILY,87,1655179,19246.267441860466,61578.871727704194,96.0,350753.0,100,3.199522811917866,77,-7.406976744186046,715.4465718187648,2793.0,5,27,3,-88.85057471264368,5.399243563797949,23,WPA2,1,11,High_Jitter; Missed_Beacons; Channel_Hopping; Seq_Gaps; Seq_Resets; Weak_Signal; 
04:AB:08:36:36:22,Kushi,139,1164117,8435.630434782608,44109.88398763446,53.0,314785.0,100,5.228996732778539,85,-15.652173913043478,442.0847039122659,2080.0,3,77,5,-86.74820143884892,5.7371071905316615,26,WPA2,1,11,High_Jitter; Missed_Beacons; Channel_Hopping; Seq_Gaps; Seq_Resets; Weak_Signal; 
04:AB:08:7C:EB:C2,Jio4G,76,1163720,15516.266666666666,58113.90279241075,53.0,312035.0,100,3.7453534433969553,62,-12.786666666666667,382.52331825525226,2027.0,3,43,4,-89.77631578947368,3.489407530266521,16,WPA2,1,11,High_Jitter; Missed_Beacons; Channel_Hopping; Seq_Gaps; Seq_Resets; Weak_Signal; 
EA:48:B8:F9:00:99,ACT103619873565_5g,137,1420658,10446.014705882353,48704.67651255241,8.0,337653.0,100,4.662512726548561,90,-6.8088235294117645,589.7847129464042,2500.0,14,78,4,-85.4014598540146,5.67432278158605,24,WPA2,1,11,High_Jitter; Missed_Beacons; Channel_Hopping; Seq_Gaps; Seq_Resets; Weak_Signal; 
FC:7A:58:1B:1B:9A,VKS_4G,82,1658189,20471.46913580247,71834.32089539207,35.0,480705.0,100,3.5089968587673233,72,-9.333333333333334,1039.398912833759,3273.0,9,50,5,-87.95121951219512,6.295015545386016,31,WPA2,1,11,High_Jitter; Missed_Beacons; Channel_Hopping; Seq_Gaps; Seq_Resets; Weak_Signal; 
FC:7A:58:30:93:DA,BrownArc-Jio,253,1271134,5044.18253968254,27368.146434447895,53.0,276255.0,100,5.425685175688477,177,2.8412698412698414,380.7580594077541,2329.0,3,128,5,-88.8695652173913,4.999482374862736,29,WPA2,1,11,High_Jitter; Missed_Beacons; Channel_Hopping; Seq_Gaps; Seq_Resets; Weak_Signal; 
FE:7A:58:1B:1B:9A,,66,1651888,25413.66153846154,79431.0719773906,79.0,477300.0,100,3.125526475358638,61,-13.538461538461538,1008.8370172648534,3270.0,7,39,5,-87.8030303030303,6.416852084627686,31,WEP,0,11,High_Jitter; Missed_Beacons; Channel_Hopping; Seq_Gaps; Seq_Resets; Weak_Signal; 
AC:15:A2:92:C5:D3,ACTFIBERNET,322,1248658,3889.9003115264795,25700.96542513104,43.0,288727.0,100,6.607101303436317,174,-1.0124610591900312,378.33266590956265,2186.0,3,177,5,-87.14285714285714,5.395691303827057,30,WPA2,1,11,High_Jitter; Missed_Beacons; Channel_Hopping; Seq_Gaps; Seq_Resets; Weak_Signal; 
AC:15:A2:DA:26:A2,TP-Link_26A2,67,1196332,18126.242424242424,57969.309877677275,102.0,289286.0,100,3.1980875306483703,46,-23.651515151515152,861.230327316669,3528.0,3,21,4,-91.46268656716418,3.4347967969932385,17,WPA2,1,11,High_Jitter; Missed_Beacons; Channel_Hopping; Seq_Gaps; Seq_Resets; Weak_Signal; 
B0:19:21:74:6F:B8,ACT-ai_103742862979,63,1433495,23120.887096774193,72168.95443289909,63.0,357392.0,100,3.1213748039904,51,-42.17741935483871,867.8373822927349,3013.0,4,29,3,-90.2063492063492,3.2086512600072536,16,WPA2,1,11,High_Jitter; Missed_Beacons; Channel_Hopping; Seq_Gaps; Seq_Resets; Weak_Signal; 
B2:10:41:BD:D6:51,DIRECT-dQ-BRAVIA,181,1713793,9521.072222222223,71882.00655738142,15.0,893752.0,100,7.549780620512333,89,-1.6888888888888889,1189.392997100551,3092.0,35,19,2,-74.32044198895028,12.167674470735264,48,WPA2,1,11,High_Jitter; Missed_Beacons; Channel_Hopping; Seq_Gaps; Seq_Resets; RSSI_Variance; 
B4:A7:C6:70:FC:04,Pranav_JIO_4G,244,1418098,5835.794238683127,40369.858569946555,53.0,464815.0,100,6.9176288456905155,217,-9.008230452674898,395.75740745033994,2337.0,3,100,3,-86.3688524590164,5.176236966214496,24,WPA2,1,11,High_Jitter; Missed_Beacons; Channel_Hopping; Seq_Gaps; Seq_Resets; Weak_Signal; 
36:60:F9:A8:56:6D,,111,1430976,13008.872727272726,61663.094321371886,22.0,494337.0,100,4.740079760128401,70,0.12727272727272726,593.0354060487082,3158.0,5,64,5,-85.7927927927928,6.003206896192487,28,WEP,0,11,High_Jitter; Missed_Beacons; Channel_Hopping; Seq_Gaps; Seq_Resets; Weak_Signal; 
36:68:93:B4:3D:7E,,77,1290464,16979.78947368421,73583.26529754182,22.0,494012.0,100,4.333579365471509,55,-36.26315789473684,369.42006328554316,381.0,3,43,4,-87.1038961038961,4.561233719257888,18,WEP,0,11,High_Jitter; Missed_Beacons; Channel_Hopping; Seq_Gaps; Seq_Resets; Weak_Signal; 
3C:64:CF:3B:19:42,Fareed,123,1401343,11486.418032786885,56409.83277819102,53.0,435794.0,100,4.911002943847553,66,28.049180327868854,400.19201697918464,2908.0,3,64,5,-87.35772357723577,4.674889463584636,22,WPA2,1,11,High_Jitter; Missed_Beacons; Channel_Hopping; Seq_Gaps; Seq_Resets; Weak_Signal; 
3C:64:CF:8E:60:A0,Villa41,85,1398027,16643.178571428572,62444.90746947539,52.0,347707.0,100,3.7519820626645735,65,-16.107142857142858,545.5468355951513,2837.0,4,50,4,-88.15294117647059,4.449467283129684,17,WPA2,1,11,High_Jitter; Missed_Beacons; Channel_Hopping; Seq_Gaps; Seq_Resets; Weak_Signal; 
14:EB:B6:8A:64:71,Vani,91,1629061,18100.67777777778,71154.69565921619,53.0,470948.0,100,3.9310514517109314,55,-14.144444444444444,701.1487614215305,2478.0,4,27,3,-90.6923076923077,4.202359939347064,19,WPA2,1,11,High_Jitter; Missed_Beacons; Channel_Hopping; Seq_Gaps; Seq_Resets; Weak_Signal; 
16:EB:B6:AA:64:71,,99,1641964,16754.73469387755,56056.61579035101,32.0,341111.0,100,3.3457179007131206,73,-10.418367346938776,632.5958290710837,2478.0,6,36,4,-90.76767676767676,4.022458083972025,19,WEP,0,11,High_Jitter; Missed_Beacons; Channel_Hopping; Seq_Gaps; Seq_Resets; Weak_Signal; 
1A:67:E3:A0:4F:D9,Suman 1+,69,1420437,20888.779411764706,70196.73124716304,42.0,350665.0,100,3.3604994269922375,46,-4.852941176470588,402.8223290697656,1409.0,4,30,5,-90.14492753623189,4.8394073601643575,22,WPA2,1,11,High_Jitter; Missed_Beacons; Channel_Hopping; Seq_Gaps; Seq_Resets; Weak_Signal; 
1C:3B:F3:EE:C6:D8,JBNR_EXT,41,1339504,33487.6,99191.00643521453,43.0,448467.0,100,2.9620219553581775,35,-39.25,585.9640205109298,1105.0,3,18,4,-89.07317073170732,4.372586442269832,18,WPA2,1,11,High_Jitter; Missed_Beacons; Channel_Hopping; Seq_Gaps; Seq_Resets; Weak_Signal; 
BA:A9:15:4E:AF:EE,SanD-JioFiber,216,1638635,7621.558139534884,36658.957904323324,43.0,341304.0,100,4.809903333198293,179,9.427906976744186,282.2968762143237,1230.0,5,83,4,-90.13425925925925,4.0296035245455775,20,WPA2,1,11,High_Jitter; Missed_Beacons; Channel_Hopping; Seq_Gaps; Seq_Resets; Weak_Signal; 
A6:36:C7:7C:3E:66,,46,1154137,25647.48888888889,80324.95055302845,68.0,328096.0,100,3.1318836279794735,27,-4.266666666666667,230.86904985687926,938.0,3,22,4,-90.3913043478261,4.019277220095757,15,WEP,0,11,High_Jitter; Missed_Beacons; Channel_Hopping; Seq_Gaps; Seq_Resets; Weak_Signal; 
A8:40:41:25:54:E8,dragino-2554e8,77,1417375,18649.67105263158,66780.73874032605,52.0,350614.0,100,3.580799819379232,44,-2.8815789473684212,370.13546951011557,1771.0,4,36,4,-90.68831168831169,2.8109735167906558,12,WPA2,1,11,High_Jitter; Missed_Beacons; Channel_Hopping; Seq_Gaps; Seq_Resets; Weak_Signal; 
A8:88:1F:20:7B:61,JioFiber_24GH_KRR,456,1658548,3645.1604395604395,17346.27571812406,12.0,236792.0,100,4.758713916981138,357,-1.4197802197802198,488.61012723445975,2515.0,21,162,3,-85.9451754385965,7.735124594770674,42,WPA2,1,11,High_Jitter; Missed_Beacons; Channel_Hopping; Seq_Gaps; Seq_Resets; Weak_Signal; 
AA:90:0A:C7:E0:0B,Jocelyn_Home,73,1447063,20098.097222222223,53387.727984854166,43.0,237567.0,100,2.656357335318671,55,-7.402777777777778,732.1967652829169,2438.0,4,25,3,-90.4931506849315,3.8010352671316654,18,WPA2,1,11,High_Jitter; Missed_Beacons; Channel_Hopping; Seq_Gaps; Seq_Resets; Weak_Signal; 
9C:A2:F4:FA:D3:9C,Isha99_FF,253,1244926,4940.18253968254,29235.143885917365,53.0,292257.0,100,5.917826648138028,149,9.702380952380953,521.1217240808999,3596.0,5,151,5,-85.76679841897233,4.747280385484956,23,WPA2,1,11,High_Jitter; Missed_Beacons; Channel_Hopping; Seq_Gaps; Seq_Resets; Weak_Signal; 
9E:A2:F4:17:B6:BF,Athidi 1,195,1616455,8332.242268041236,39011.10013813548,49.0,302192.0,100,4.681945012938799,109,4.902061855670103,485.0247423803401,1402.0,7,99,5,-85.23076923076923,7.308593792219329,30,WPA2,1,11,High_Jitter; Missed_Beacons; Channel_Hopping; Seq_Gaps; Seq_Resets; Weak_Signal; 
3C:84:6A:7B:5C:B8,ISHACODEFIELD,107,1421225,13407.783018867925,55975.8579151175,42.0,347469.0,100,4.174877966936915,66,25.62264150943396,305.70139345228745,1998.0,4,57,4,-87.54205607476635,4.089287371214345,16,WPA2,1,11,High_Jitter; Missed_Beacons; Channel_Hopping; Seq_Gaps; Seq_Resets; Weak_Signal; 
3C:84:6A:7B:AF:FE,Sekar,131,1561064,12008.184615384615,50857.50258857633,43.0,337849.0,100,4.23523656683156,101,-13.392307692307693,589.6200917994128,3301.0,7,72,5,-88.56488549618321,4.864469670898948,25,WPA2,1,11,High_Jitter; Missed_Beacons; Channel_Hopping; Seq_Gaps; Seq_Resets; Weak_Signal; 
3E:64:CF:AE:60:A0,,73,1398678,19426.083333333332,67745.72440970555,22.0,347283.0,100,3.4873588897857193,58,-18.65277777777778,581.1717682557604,2831.0,4,42,4,-88.17808219178082,4.363174385166482,19,WEP,0,11,High_Jitter; Missed_Beacons; Channel_Hopping; Seq_Gaps; Seq_Resets; Weak_Signal; 
3E:84:6A:79:5C:B8,ACTFIBERNET_5G,92,1417879,15581.087912087913,60604.539164002184,42.0,347622.0,100,3.88962179676139,57,29.142857142857142,333.51463640807833,2124.0,4,43,4,-87.03260869565217,4.300398874820907,20,WPA2,1,11,High_Jitter; Missed_Beacons; Channel_Hopping; Seq_Gaps; Seq_Resets; Weak_Signal; 
42:64:CF:3B:19:42,,147,1401514,9599.410958904109,51728.55973420075,22.0,444952.0,100,5.388722282051094,87,-11.472602739726028,520.485863138445,3364.0,3,78,4,-88.59863945578232,4.689919040025555,23,WEP,0,11,High_Jitter; Missed_Beacons; Channel_Hopping; Seq_Gaps; Seq_Resets; Weak_Signal; 
42:6A:D2:16:D4:4A,,19,1144909,63606.055555555555,121704.20908496439,39.0,351491.0,100,1.9134060117397258,17,-18.88888888888889,634.0910019017857,1969.0,3,10,3,-92.21052631578948,2.1493913187076177,8,WEP,0,11,High_Jitter; Missed_Beacons; Channel_Hopping; Seq_Gaps; Seq_Resets; Weak_Signal; 
48:41:7B:C8:D1:6A,Airtel_vid_2g,23,1375251,62511.40909090909,113350.75508419875,100.0,360257.0,100,1.8132810751000947,17,40.22727272727273,707.9517693969044,2027.0,3,11,3,-91.78260869565217,2.9535267322478673,12,WPA2,1,11,High_Jitter; Missed_Beacons; Channel_Hopping; Seq_Gaps; Seq_Resets; Weak_Signal; 
30:DE:4B:A6:BB:4C,Jocelyn_Home_EXT,135,1424309,10629.171641791045,52294.61560784075,43.0,468340.0,100,4.919914492425023,115,-3.3582089552238807,608.5668904855605,3440.0,4,67,3,-86.11851851851851,5.451347706639557,25,WPA2,1,11,High_Jitter; Missed_Beacons; Channel_Hopping; Seq_Gaps; Seq_Resets; Weak_Signal; 
9E:A2:F4:20:C6:7A,Arvind ,87,1424247,16561.011627906977,68928.43486305526,52.0,465207.0,100,4.162090843698327,77,-10.569767441860465,1046.5029894080308,2899.0,5,56,5,-86.72413793103448,5.159524169453266,26,WPA2,1,11,High_Jitter; Missed_Beacons; Channel_Hopping; Seq_Gaps; Seq_Resets; Weak_Signal; 
9E:A2:F4:20:C6:82,Arvind ,169,1427558,8497.369047619048,48209.38869769563,53.0,461722.0,100,5.673448854799402,125,4.398809523809524,552.5596848015927,1020.0,5,105,5,-86.46153846153847,5.86657196893268,31,WPA2,1,11,High_Jitter; Missed_Beacons; Channel_Hopping; Seq_Gaps; Seq_Resets; Weak_Signal; 
9E:A2:F4:27:B6:BF,,189,1616455,8598.16489361702,40104.70003860605,22.0,301982.0,100,4.664332509337435,111,5.058510638297872,476.53586403677735,1396.0,7,95,5,-85.19047619047619,7.3878648547778685,32,WEP,0,11,High_Jitter; Missed_Beacons; Channel_Hopping; Seq_Gaps; Seq_Resets; Weak_Signal; 
9E:A2:F4:AA:D3:9C,,184,1235140,6749.398907103825,35099.797092325425,22.0,292240.0,100,5.200433041553082,112,11.295081967213115,593.0865718248701,3604.0,4,112,5,-85.28260869565217,4.969472021645061,20,WEP,0,11,High_Jitter; Missed_Beacons; Channel_Hopping; Seq_Gaps; Seq_Resets; Weak_Signal; 
A2:E5:32:B6:46:90,J2G,181,1414667,7859.261111111111,41527.11834470626,53.0,337927.0,100,5.283845103544533,132,5.711111111111111,385.84924095734834,1999.0,4,67,3,-85.29281767955801,7.286776708144168,30,WPA2,1,11,High_Jitter; Missed_Beacons; Channel_Hopping; Seq_Gaps; Seq_Resets; Weak_Signal; 
A4:2B:B0:01:A6:3A,JVACT1,356,1658547,4671.96338028169,27384.89771209754,5.0,325195.0,100,5.861539459366409,271,-1.656338028169014,377.18063556512175,3175.0,16,187,5,-86.01404494382022,8.251150969697193,39,WPA2,1,11,High_Jitter; Missed_Beacons; Channel_Hopping; Seq_Gaps; Seq_Resets; Weak_Signal; 
C0:06:C3:20:05:77,Anu,41,1394960,34874.0,80657.05845978153,95.0,353839.0,100,2.3128135131464336,33,55.15,532.2761742188219,1482.0,3,21,3,-91.7560975609756,3.0559817391869184,15,WPA2,1,11,High_Jitter; Missed_Beacons; Channel_Hopping; Seq_Gaps; Seq_Resets; Weak_Signal; 
C0:68:CC:6D:12:E2,Elli4g,63,1346253,21713.75806451613,87033.97211013855,53.0,496997.0,100,4.008240851147652,53,-37.645161290322584,641.6748856785882,1114.0,3,41,5,-88.22222222222223,4.91687169246294,21,WPA2,1,11,High_Jitter; Missed_Beacons; Channel_Hopping; Seq_Gaps; Seq_Resets; Weak_Signal; 
50:91:E3:F7:90:7E,palani-1st floor ,129,1645708,12857.09375,46528.07002338887,52.0,292243.0,100,3.618863712475458,78,3.3515625,707.7348761776328,2644.0,6,63,4,-89.52713178294573,4.672187521954794,28,WPA2,1,11,High_Jitter; Missed_Beacons; Channel_Hopping; Seq_Gaps; Seq_Resets; Weak_Signal; 
52:91:E3:A7:90:7E,,141,1645504,11753.6,44203.088568446525,22.0,286008.0,100,3.760812735220333,91,3.007142857142857,689.1472730682386,2640.0,7,69,5,-89.35460992907801,4.342702831471679,27,WEP,0,11,High_Jitter; Missed_Beacons; Channel_Hopping; Seq_Gaps; Seq_Resets; Weak_Signal; 
48:55:5E:19:F2:7A,Nest,109,1466168,13575.62962962963,55154.98933711647,60.0,347412.0,100,4.06279420091681,70,25.564814814814813,358.25483732960095,2416.0,3,51,4,-87.76146788990826,4.975679895043578,23,WPA2,1,11,High_Jitter; Missed_Beacons; Channel_Hopping; Seq_Gaps; Seq_Resets; Weak_Signal; 
48:55:5E:1F:AF:DA,Shibjen,61,1339512,22325.2,89114.51083455129,52.0,497237.0,100,3.9916556550695907,44,-54.31666666666667,771.4277208728458,2724.0,3,40,4,-89.14754098360656,4.1666775956140825,20,WPA2,1,11,High_Jitter; Missed_Beacons; Channel_Hopping; Seq_Gaps; Seq_Resets; Weak_Signal; 
4A:55:5E:17:C0:D2,,59,1222244,21073.172413793105,71631.93503222553,22.0,344780.0,100,3.3992003492526264,43,-12.0,488.0477759184518,1981.0,3,38,4,-88.38983050847457,3.7186248345904023,19,WEP,0,11,High_Jitter; Missed_Beacons; Channel_Hopping; Seq_Gaps; Seq_Resets; Weak_Signal; 
C0:68:CC:6D:DD:52,JBNR,106,1401379,13346.466666666667,60201.6977142203,52.0,429255.0,100,4.510684304188596,87,-19.866666666666667,382.8197272734826,1017.0,3,53,5,-87.93396226415095,6.246170435020513,27,WPA2,1,11,High_Jitter; Missed_Beacons; Channel_Hopping; Seq_Gaps; Seq_Resets; Weak_Signal; 
C0:68:CC:6E:74:72,JioFiber-satz,540,1714215,3180.3617810760666,22986.739253052623,1.0,298970.0,100,7.2277120743311825,242,-0.48794063079777367,1205.140173456839,2510.0,90,311,5,-80.37777777777778,10.082124129542974,48,WPA2,1,11,High_Jitter; Missed_Beacons; Channel_Hopping; Seq_Gaps; Seq_Resets; RSSI_Variance; 
C2:06:C3:21:05:77,Anu_5G,35,1394526,41015.470588235294,89491.23888056247,56.0,357063.0,100,2.1818898477797757,26,64.70588235294117,583.833492733225,1426.0,3,16,3,-92.45714285714286,2.8111422960076853,14,WPA2,1,11,High_Jitter; Missed_Beacons; Channel_Hopping; Seq_Gaps; Seq_Resets; Weak_Signal; 
C2:68:CC:5D:12:E2,,51,1346549,26930.98,96440.80841518854,32.0,497298.0,100,3.5810359820402935,43,-46.56,716.1566685282983,1120.0,3,24,4,-89.01960784313725,4.822821564513585,21,WEP,0,11,High_Jitter; Missed_Beacons; Channel_Hopping; Seq_Gaps; Seq_Resets; Weak_Signal; 
CA:78:C9:FE:B1:30,babu_5G,362,1655572,4586.072022160665,22043.09998503736,6.0,253599.0,100,4.8065315751071696,307,2.623268698060942,500.67592302956626,1825.0,9,184,5,-85.95027624309392,6.942802521221969,39,WPA2,1,11,High_Jitter; Missed_Beacons; Channel_Hopping; Seq_Gaps; Seq_Resets; Weak_Signal; 
CA:78:C9:FE:B1:3C,suresh4G,302,1655305,5499.352159468439,24205.752126073334,44.0,253174.0,100,4.401564296986478,274,3.132890365448505,550.2574085049813,1763.0,9,165,5,-85.85761589403974,6.664448616373158,38,WPA2,1,11,High_Jitter; Missed_Beacons; Channel_Hopping; Seq_Gaps; Seq_Resets; Weak_Signal; 
9A:BA:5F:51:B7:4B,,19,1488728,82707.11111111111,156604.90141487718,112.0,565750.0,100,1.8934877462059603,17,-115.38888888888889,870.4968925098361,1427.0,3,13,3,-88.26315789473684,3.9558972189653185,13,WEP,0,11,High_Jitter; Missed_Beacons; Channel_Hopping; Seq_Gaps; Seq_Resets; Weak_Signal; 
9A:BA:5F:51:E0:F7,,43,1391645,33134.40476190476,87695.4431263384,96.0,347800.0,100,2.6466581715847455,36,25.476190476190474,539.0555986571981,1941.0,3,28,3,-86.4186046511628,5.803252610716457,24,WEP,0,11,High_Jitter; Missed_Beacons; Channel_Hopping; Seq_Gaps; Seq_Resets; Weak_Signal; 
9C:53:22:40:D3:D5,stupidshanG_EXT,45,1235402,28077.31818181818,78679.86617661995,61.0,331041.0,100,2.8022571694460416,32,-3.3863636363636362,847.0227809437193,2673.0,3,22,3,-87.2,6.0173990152798496,25,WPA2,1,11,High_Jitter; Missed_Beacons; Channel_Hopping; Seq_Gaps; Seq_Resets; Weak_Signal; 
9C:A2:F4:70:C6:7A,,116,1427568,12413.634782608695,59032.454640205346,22.0,464991.0,100,4.755452828220259,96,-6.773913043478261,867.209570786888,2363.0,5,72,5,-87.39655172413794,4.61543593559289,26,WEP,0,11,High_Jitter; Missed_Beacons; Channel_Hopping; Seq_Gaps; Seq_Resets; Weak_Signal; 
E0:D3:62:1B:80:C2,Deco_Nest,39,1394799,36705.23684210526,89401.36148652935,117.0,347483.0,100,2.4356568483312366,35,-79.0,683.0528450926686,1995.0,4,21,3,-86.12820512820512,4.46141048725204,16,WPA2,1,11,High_Jitter; Missed_Beacons; Channel_Hopping; Seq_Gaps; Seq_Resets; Weak_Signal; 
E6:D3:62:1B:80:C2,,45,1392051,31637.522727272728,84129.73595045033,53.0,353936.0,100,2.6591758360166478,39,22.045454545454547,530.9739604943394,2212.0,3,30,4,-85.71111111111111,4.712759383853689,20,WEP,0,11,High_Jitter; Missed_Beacons; Channel_Hopping; Seq_Gaps; Seq_Resets; Weak_Signal; 
50:2B:73:84:39:B1,Naboo,165,1448715,8833.628048780487,42474.42203770983,48.0,346053.0,100,4.808264712794344,91,13.890243902439025,283.95659851971203,2267.0,3,90,8,-86.38787878787879,5.661797394937018,30,WPA2,1,11,High_Jitter; Missed_Beacons; Channel_Hopping; Seq_Gaps; Seq_Resets; Weak_Signal; 
50:2B:73:99:B3:C1,Jyosthna,49,1427961,29749.1875,100771.18964999239,53.0,503952.0,100,3.3873593907936153,33,-27.0,336.78214436926055,1229.0,3,33,4,-86.6734693877551,4.6654213595971195,18,WPA2,1,11,High_Jitter; Missed_Beacons; Channel_Hopping; Seq_Gaps; Seq_Resets; Weak_Signal; 
50:2B:73:FD:4F:28,Cctv,417,1665101,4002.6466346153848,25519.27226240088,6.0,292429.0,100,6.375599593361914,283,-1.2644230769230769,342.79374849658655,2456.0,23,226,5,-86.02158273381295,6.856146483580741,34,WPA2,1,11,High_Jitter; Missed_Beacons; Channel_Hopping; Seq_Gaps; Seq_Resets; Weak_Signal; 
50:91:E3:68:D3:83,Home_WiFi_2G_ACT,25,1424262,59344.25,133182.8269175905,102.0,503651.0,100,2.244241470999233,21,10.625,530.158451498844,1785.0,3,10,3,-89.44,3.731398308052001,14,WPA2,1,11,High_Jitter; Missed_Beacons; Channel_Hopping; Seq_Gaps; Seq_Resets; Weak_Signal; 
9C:A2:F4:70:C6:82,,153,1424190,9369.671052631578,50483.23146894131,32.0,462000.0,100,5.387940641670081,114,3.9276315789473686,554.4837596911572,1014.0,5,94,5,-86.16993464052288,5.887979335357315,28,WEP,0,11,High_Jitter; Missed_Beacons; Channel_Hopping; Seq_Gaps; Seq_Resets; Weak_Signal; 
9C:A2:F4:A6:0C:69,TP-Link_0C69,31,1518730,50624.333333333336,151862.22023593792,105.0,689223.0,100,2.9997870635255404,28,-72.3,856.1393356626978,2745.0,3,19,4,-90.09677419354838,5.217629338500244,20,WPA2,1,11,High_Jitter; Missed_Beacons; Channel_Hopping; Seq_Gaps; Seq_Resets; Weak_Signal; 
9C:A2:F4:E8:A2:D4,Palani,58,1697437,29779.59649122807,74718.17544419345,49.0,324605.0,100,2.509039216286679,44,-7.175438596491228,675.7575675493769,2856.0,5,29,3,-88.34482758620689,5.189570256142234,21,WPA2,1,11,High_Jitter; Missed_Beacons; Channel_Hopping; Seq_Gaps; Seq_Resets; Weak_Signal; 
98:BA:5F:F1:B7:4B,ACT-Shivoham2,19,1488896,82716.44444444444,163215.0363345032,178.0,561713.0,100,1.973187283722665,18,-115.27777777777777,811.1085229164544,1391.0,3,11,3,-88.6842105263158,4.89957630343853,21,WPA2,1,11,High_Jitter; Missed_Beacons; Channel_Hopping; Seq_Gaps; Seq_Resets; Weak_Signal; 
98:BA:5F:F1:E0:F7,Villa41,60,1391628,23586.915254237287,75427.1188984458,85.0,350998.0,100,3.19783736373487,52,18.11864406779661,452.4420742022945,1937.0,4,39,5,-85.86666666666666,6.225880011765723,24,WPA2,1,11,High_Jitter; Missed_Beacons; Channel_Hopping; Seq_Gaps; Seq_Resets; Weak_Signal; 
98:BA:5F:F1:E1:6C,Villa41,34,1388254,42068.30303030303,99594.79967708053,53.0,360291.0,100,2.3674546511413124,28,31.424242424242426,614.2434386250612,2033.0,4,21,4,-89.76470588235294,3.393923478444985,14,WPA2,1,11,High_Jitter; Missed_Beacons; Channel_Hopping; Seq_Gaps; Seq_Resets; Weak_Signal; 
98:DE:D0:A2:2F:02,Wi-Fi_1stFloor,38,1433856,38752.86486486487,94295.46711627064,48.0,328322.0,100,2.4332515142468862,29,39.37837837837838,1255.6158372012637,3271.0,3,16,4,-90.10526315789474,3.4546441416001823,13,WPA2,1,11,High_Jitter; Missed_Beacons; Channel_Hopping; Seq_Gaps; Seq_Resets; Weak_Signal; 
9A:78:C9:62:4F:27,JioFiber-CqkfQ,149,1661683,11227.587837837838,44618.986745894705,44.0,331253.0,100,3.9740492246741748,127,22.283783783783782,910.6792041089277,2844.0,12,76,4,-88.09395973154362,5.824392187148702,31,WPA2,1,11,High_Jitter; Missed_Beacons; Channel_Hopping; Seq_Gaps; Seq_Resets; Weak_Signal; 
9A:BA:5F:41:AA:D6,,44,1488997,34627.83720930233,86768.91691974291,106.0,341037.0,100,2.505756175090479,39,47.0,495.92717399307924,2063.0,3,15,2,-85.20454545454545,7.331294963039964,27,WEP,0,11,High_Jitter; Missed_Beacons; Channel_Hopping; Seq_Gaps; Seq_Resets; Weak_Signal; 
9A:BA:5F:41:B7:4B,,21,1488987,74449.35,155955.85018583573,107.0,561723.0,100,2.0947912934597945,19,-103.75,784.2676016849297,1391.0,3,14,3,-88.0952380952381,4.471071033933166,20,WEP,0,11,High_Jitter; Missed_Beacons; Channel_Hopping; Seq_Gaps; Seq_Resets; Weak_Signal; 
