Timestamp_ms,SSID,BSSID,RSSI,Channel,SequenceNumber,BeaconInterval,BeaconTimestamp,Encryption,Privacy,ShortPreamble,ShortSlot,RateCount,SupportedRates,ExtRateCount,DSChannel,CountryCode,HasHT,HTChannelWidth,HTStreams,HasExtCap,OUI,VendorName,IsHidden,FrameLength
5312,JioFiber_4G,F0:ED:B8:BC:70:D7,-89,2,1227,100,3374141952584,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,1,IN,1,20,2,1,F0:ED:B8,Unknown,0,284
5364,ACT-ai_103743468848,9C:53:22:77:43:12,-85,2,1759,100,802968064323,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,1,,1,40,2,1,9C:53:22,Unknown,0,300
5407,Pranav_105B,E4:FA:C4:97:B6:4C,-81,2,630,100,1924931481926,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,2,,1,40,2,1,E4:FA:C4,Unknown,0,241
5470,Pranav_105B_5G,E6:FA:C4:91:B6:4C,-87,2,631,100,1924931484063,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,2,,1,40,2,1,E6:FA:C4,Unknown,0,244
5524,TP-Link_3C02,98:DA:C4:CB:3C:02,-79,3,1844,100,802971136413,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,3,,1,40,2,0,98:DA:C4,Unknown,0,265
5576,Deadpool (ground),10:27:F5:88:91:B5,-94,3,3001,100,802958746018,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,3,,1,20,2,1,10:27:F5,Unknown,0,345
5629,Pranav_105B,E4:FA:C4:97:B6:4C,-84,3,634,100,1924931686730,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,2,,1,40,2,1,E4:FA:C4,Unknown,0,241
5650,,9C:A2:F4:70:C6:7A,-92,4,1121,100,890293043635,WEP,1,0,0,0,,0,0,,0,0,0,0,9C:A2:F4,Unknown,0,360
5700,TP-Link_3C02,98:DA:C4:CB:3C:02,-82,4,1846,100,802971341198,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,3,,1,40,2,0,98:DA:C4,Unknown,0,265
5753,Arvind ,9E:A2:F4:20:C6:7A,-93,4,1122,100,890293045832,WPA2,1,0,0,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,4,US,1,40,3,1,9E:A2:F4,Unknown,0,358
5817,Arun Home,30:68:93:B4:3B:E6,-95,5,1126,100,803839747455,WPA2,1,1,1,8,1.0;2.0;5.5;11.0;6.0;9.0;12.0;18.0;24.0;36.0;48.0;54.0,4,4,US,1,40,2,1,30:68:93,Unknown,0,316
5838,,9C:A2:F4:70:C6:82,-89,5,3320,100,803149107627,WEP,1,0,0,0,,0,0,,0,0,0,0,9C:A2:F4,Unknown,0,378
5891,Arvind ,9E:A2:F4:20:C6:82,-88,5,3321,100,803149107671,WPA2,1,0,0,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,4,US,1,40,3,1,9E:A2:F4,Unknown,0,358
5923,,36:68:93:B4:3B:E6,-93,5,833,100,803839747295,WEP,1,1,1,0,,0,0,,0,0,0,0,36:68:93,Unknown,0,336
5977,MY HOME_4G,B4:A7:C6:F4:4E:D4,-88,5,1836,100,803797914062,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,6,IN,1,20,2,1,B4:A7:C6,Unknown,0,283
6039,ACT-ai_103784061836,0C:EF:15:FD:BE:8F,-90,5,1576,100,803851264414,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,5,DE,1,20,2,1,0C:EF:15,Unknown,0,369
6092,MY HOME_4G,B4:A7:C6:F4:4E:D4,-86,6,1838,100,803798119438,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,6,IN,1,20,2,1,B4:A7:C6,Unknown,0,283
6145,Villa-144,48:55:5E:19:E8:BA,-88,6,3172,100,802908262797,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,6,IN,1,20,2,1,48:55:5E,Unknown,0,282
