Timestamp_ms,SSID,BSSID,RSSI,Channel,SequenceNumber,BeaconInterval,BeaconTimestamp,Encryption,Privacy,ShortPreamble,ShortSlot,RateCount,SupportedRates,ExtRateCount,DSChannel,CountryCode,HasHT,HTChannelWidth,HTStreams,HasExtCap,OUI,VendorName,IsHidden,FrameLength
8156,JVACT5G,F2:A7:31:F9:68:16,-92,1,493,100,688848437,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,1,,1,40,2,1,F2:A7:31,Unknown,0,237
8209,JioFiber_24GH_KRR,A8:88:1F:20:7B:61,-89,1,1136,100,284129075598,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,1,IN,1,20,2,1,A8:88:1F,Unknown,0,290
8262,VKS_4G_1,60:A4:B7:D0:B1:75,-89,1,3796,100,38136220667,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,1,,1,40,2,1,60:A4:B7,Unknown,0,238
8315,JVACT,F0:A7:31:F8:68:16,-92,1,494,100,688948758,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,1,,1,40,2,1,F0:A7:31,Unknown,0,235
8368,JVACT5G,F2:A7:31:F9:68:16,-86,1,495,100,688950847,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,1,,1,40,2,1,F2:A7:31,Unknown,0,237
8422,JVACT5G,F2:A7:31:F9:68:16,-89,2,499,100,689154411,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,1,,1,40,2,1,F2:A7:31,Unknown,0,237
8474,Satz,10:27:F5:5C:C6:A3,-70,3,2159,100,803451085191,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;18.0;24.0;36.0;54.0;6.0;9.0;12.0;48.0,4,3,,1,40,2,1,10:27:F5,Unknown,0,254
8576,Satz,10:27:F5:5C:C6:A3,-71,3,2160,100,803451187605,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;18.0;24.0;36.0;54.0;6.0;9.0;12.0;48.0,4,3,,1,40,2,1,10:27:F5,Unknown,0,254
8883,Satz,10:27:F5:5C:C6:A3,-71,4,2163,100,803451494791,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;18.0;24.0;36.0;54.0;6.0;9.0;12.0;48.0,4,3,,1,40,2,1,10:27:F5,Unknown,0,254
9034,Airtel__dontuse,30:BD:13:27:87:96,-89,5,2314,100,180352819239,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;6.0;9.0;12.0;18.0;24.0;36.0;48.0;54.0,4,6,IN,1,20,2,1,30:BD:13,Unknown,0,311
9185,JioFiber-satz,C0:68:CC:6E:74:72,-87,5,2930,100,11296256396,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,6,IN,1,20,2,1,C0:68:CC,Unknown,0,245
9335,suresh4G,CA:78:C9:FE:B1:3C,-87,6,3004,100,9727695259,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;18.0;24.0;36.0;54.0;6.0;9.0;12.0;48.0,4,6,IN,1,40,2,1,CA:78:C9,Unknown,0,228
9387,Airtel__dontuse,30:BD:13:27:87:96,-88,6,2317,100,180353126430,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;6.0;9.0;12.0;18.0;24.0;36.0;48.0;54.0,4,6,IN,1,20,2,1,30:BD:13,Unknown,0,311
9441,babu_5G,CA:78:C9:FE:B1:30,-90,6,3005,100,9727795604,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;18.0;24.0;36.0;54.0;6.0;9.0;12.0;48.0,4,6,IN,1,40,2,1,CA:78:C9,Unknown,0,227
9494,Airtel__dontuse,30:BD:13:27:87:96,-90,6,2318,100,180353228848,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;6.0;9.0;12.0;18.0;24.0;36.0;48.0;54.0,4,6,IN,1,20,2,1,30:BD:13,Unknown,0,311
9537,JioFiber-CqkfQ,9A:78:C9:62:4F:27,-90,6,3022,100,803448013211,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;18.0;24.0;36.0;54.0;6.0;9.0;12.0;48.0,4,6,IN,1,40,2,1,9A:78:C9,Unknown,0,234
9568,,FE:7A:58:1B:1B:9A,-91,6,2849,100,543995906376,WEP,1,0,1,0,,0,0,,0,0,0,0,FE:7A:58,Unknown,0,320
9621,JioFiber-satz,C0:68:CC:6E:74:72,-84,7,2933,100,11296563611,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,6,IN,1,20,2,1,C0:68:CC,Unknown,0,245
9672,DIRECT-dQ-BRAVIA,B2:10:41:BD:D6:51,-77,7,2635,100,2290790784,WPA2,1,1,1,8,6.0;9.0;12.0;18.0;24.0;36.0;48.0;54.0,0,7,,1,20,2,0,B2:10:41,Unknown,0,263
9715,DIRECT-dQ-BRAVIA,B2:10:41:BD:D6:51,-80,7,2636,100,2290893184,WPA2,1,1,1,8,6.0;9.0;12.0;18.0;24.0;36.0;48.0;54.0,0,7,,1,20,2,0,B2:10:41,Unknown,0,263
10479,Cctv,50:2B:73:FD:4F:28,-88,11,620,100,501644083582,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;6.0;9.0;12.0;18.0;24.0;36.0;48.0;54.0,4,11,,1,40,2,1,50:2B:73,Unknown,0,276
10522,SanD-JioFiber_EXT,8C:90:2D:3B:B6:5A,-91,11,3572,100,3003290025,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,11,,1,20,2,0,8C:90:2D,Unknown,0,223
10574,SanD-JioFiber,BA:A9:15:4E:AF:EE,-94,11,1415,100,802570752413,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;18.0;24.0;36.0;54.0;6.0;9.0;12.0;48.0,4,11,IN,1,40,2,1,BA:A9:15,Unknown,0,233
10697,JVACT1,A4:2B:B0:01:A6:3A,-94,11,2579,100,803475866784,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,11,,1,40,2,0,A4:2B:B0,Unknown,0,260
10797,SanD-JioFiber_EXT,8C:90:2D:3B:B6:5A,-93,12,3575,100,3003597228,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,11,,1,20,2,0,8C:90:2D,Unknown,0,223
10889,Cctv,50:2B:73:FD:4F:28,-92,12,624,100,501644493200,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;6.0;9.0;12.0;18.0;24.0;36.0;48.0;54.0,4,11,,1,40,2,1,50:2B:73,Unknown,0,276
10931,SanD-JioFiber_EXT,8C:90:2D:3B:B6:5A,-93,12,3576,100,3003699608,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,11,,1,20,2,0,8C:90:2D,Unknown,0,223
11238,Satz,10:27:F5:5C:C6:A3,-83,1,2187,100,803453850063,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;18.0;24.0;36.0;54.0;6.0;9.0;12.0;48.0,4,3,,1,40,2,1,10:27:F5,Unknown,0,254
11287,JVACT,F0:A7:31:F8:68:16,-91,1,554,100,692019826,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,1,,1,40,2,1,F0:A7:31,Unknown,0,235
11340,JVACT5G,F2:A7:31:F9:68:16,-93,1,555,100,692021916,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,1,,1,40,2,1,F2:A7:31,Unknown,0,237
11389,JVACT,F0:A7:31:F8:68:16,-89,1,556,100,692121953,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,1,,1,40,2,1,F0:A7:31,Unknown,0,235
11442,JioFiber_24GH_KRR,A8:88:1F:20:7B:61,-90,1,1170,100,284132352580,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,1,IN,1,20,2,1,A8:88:1F,Unknown,0,290
11485,VKS_4G_1,60:A4:B7:D0:B1:75,-89,1,3828,100,38139494748,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,1,,1,40,2,1,60:A4:B7,Unknown,0,238
11556,JioFiber_24GH_KRR,A8:88:1F:20:7B:61,-90,2,1171,100,284132454803,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,1,IN,1,20,2,1,A8:88:1F,Unknown,0,290
11609,Satz,10:27:F5:5C:C6:A3,-74,2,2190,100,803454157203,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;18.0;24.0;36.0;54.0;6.0;9.0;12.0;48.0,4,3,,1,40,2,1,10:27:F5,Unknown,0,254
11651,VKS_4G_1,60:A4:B7:D0:B1:75,-91,2,3829,100,38139597153,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,1,,1,40,2,1,60:A4:B7,Unknown,0,238
11704,JVACT,F0:A7:31:F8:68:16,-90,2,560,100,692326748,WPA2,1,0,1,8,1.0;2.0;5.5;11.0;9.0;18.0;36.0;54.0;6.0;12.0;24.0;48.0,4,1,,1,40,2,1,F0:A7:31,Unknown,0,235
